Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
FORM,Technology,11.8357,-0.0342,0.196,0.397109548,0.1793,9.798997299,0.727353747,0.1117,0.0375,0.1416,0.0,3.295
BRKS,Technology,20.5294,0.1973,0.185,0.389639939,0.1624,10.52810562,0.576631786,0.2731,0.0199,0.0743,0.0116,3.426
SWK,Industrials,12.181,0.0783,0.043,0.3469433,0.0772,7.30075188,0.720445177,0.5358,0.0352,0.0,0.0215,1.142
SNDR,Industrials,4.7229,0.1354,0.054,0.437010247,0.1261,2.589220685,1.373154918,0.1929,0.0658,0.0,0.0129,2.534
EW,Healthcare,36.4422,0.0837,0.194,0.747663049,0.23,4.291412104,0.699288089,0.1891,0.0641,0.1671,0.0,2.609
SKT,Real Estate,14.9986,0.0132,0.088,0.675635409,0.0909,0.239569581,0.20742194,3.5672,0.1326,0.0,0.0689,1.296446369
ROK,Industrials,15.3167,0.0562,0.08,0.432778278,0.3311,11.55686546,1.064516129,1.0981,0.0188,0.0,0.0187,1.265
ZTS,Healthcare,20.7648,0.0976,0.245,0.67193133,0.6535,3.513268999,0.540502923,2.9529,0.058,0.0742,0.0059,3.597
AROC,Energy,8.4356,0.1382,0.023,0.486570158,0.025,0.416593814,0.354333275,1.8174,0.3153,0.0,0.0673,1.7
TGNA,Consumer Cyclical,6.5021,0.1599,0.184,0.517083454,0.3025,5.882712578,0.418296019,2.1958,0.0296,0.0,0.0258,1.72
WM,Industrials,11.2579,0.0296,0.129,0.379844441,0.3068,1.248869536,0.658454746,1.5978,0.1136,0.0,0.0209,0.851
THRM,Consumer Cyclical,13.1497,0.0533,0.04,0.283755787,0.0873,6.058227331,1.292899419,0.2916,0.0392,0.077,0.0,2.526
ALB,Basic Materials,8.5527,0.0986,0.206,0.360673788,0.1934,1.117132129,0.445145755,0.4756,0.2074,0.0208,0.0174,1.689
DNOW,Energy,12.9093,0.1809,0.017,0.201471059,0.0428,29.5,1.742061281,0.1087,0.0029,0.0,0.0,2.764
PIR,Consumer Cyclical,3.4854,-0.0164,0.006,0.365939366,0.0419,10.06070472,2.32872945,0.7202,0.0295,0.0,0.0915,2.335
DRH,Real Estate,11.7259,-0.0072,0.102,0.305896465,0.0466,0.293316245,0.270111772,0.5194,0.4342,0.0,0.0413,1.145454545
OC,Basic Materials,6.4683,0.1054,0.077,0.231259742,0.1272,1.851744949,0.72223928,0.785,0.0761,0.0126,0.0143,1.581
CBOE,Financial Services,14.5837,0.2421,0.152,0.439504478,0.1316,36.1462141,0.520353317,0.375,0.0131,0.0,0.0119,1.147
JELD,Basic Materials,8.5045,0.1549,0.033,0.212513714,0.1895,5.153767535,1.426305937,1.9404,0.0224,0.0,0.0,1.706
LITE,Technology,14.7235,0.2457,0.194,0.346317224,0.2679,4.065493646,0.788934556,0.3609,0.0747,0.1257,0.0,5.267
STAY,Consumer Cyclical,10.2506,-0.006,0.089,0.532377717,0.1436,0.369193649,0.324921194,3.0519,-0.0783,0.0,0.0561,1.448430493
SYK,Healthcare,24.3478,0.093,0.261,0.657157562,0.3029,5.936708861,0.499504205,0.8405,0.0421,0.0634,0.0123,2.025
HR,Real Estate,16.9074,0.0604,0.155,0.621425035,0.0406,0.152215167,0.141132604,0.7841,0.2332,0.0,0.0422,1.767514903
CSL,Consumer Cyclical,7.1826,0.1943,0.136,0.262239089,0.2353,5.893303513,0.853368132,0.6113,0.0269,0.0123,0.0153,3.453
ICHR,Technology,5.9735,0.2557,0.07,0.165292838,0.2919,19.73193579,1.696456562,1.0128,0.0169,0.0114,0.0,2.411
WSM,Consumer Cyclical,6.8545,0.041,0.049,0.364999993,0.2156,5.67677304,1.899797505,0.2488,0.0358,0.0,0.0295,1.624
EXP,Basic Materials,13.0293,0.1447,0.185,0.244321034,0.181,0.869128608,0.585522907,0.438,0.0952,0.0,0.004,2.558
BWA,Consumer Cyclical,5.276,0.0745,0.088,0.211726941,0.2202,3.625895317,1.043051015,0.5002,0.0519,0.0,0.0196,1.586
SWCH,Technology,16.1905,0.0729,0.01,0.447067954,0.0283,0.311536188,0.277980589,4.2318,0.6788,0.0,0.0084,1.444
ILMN,Healthcare,36.2647,0.2111,0.248,0.690069007,0.2198,3.100465116,0.478948125,0.5314,0.0888,0.1869,0.0,2.489
ISRG,Healthcare,36.7419,0.1867,0.303,0.69923742,0.1689,4.586453202,0.474619904,0.0,0.0503,0.1123,0.0,5.281
CAL,Consumer Cyclical,6.5214,0.0799,0.031,0.419534647,0.1215,13.09021189,1.870253757,0.2752,0.0184,0.0,0.0126,1.969
SPAR,Industrials,8.7903,0.1542,0.018,0.120386344,0.0804,14.4282709,2.306955657,0.1371,0.011,0.009,0.0138,1.776
MDU,Basic Materials,10.771,0.0199,0.06,0.174458111,0.1061,0.989707726,0.648466037,0.8215,0.1196,0.0,0.0334,1.201
DECK,Consumer Cyclical,8.5891,0.0632,0.06,0.489477702,0.1216,8.645174917,1.505354803,0.0341,0.0182,0.0,0.0,4.814
COHR,Technology,8.6028,0.104,0.13,0.436614521,0.1882,6.102038853,0.841858008,0.3239,0.0454,0.0697,0.0,3.322
LAZ,Financial Services,6.9067,0.0688,0.187,1.0,0.5749,13.27262311,0.565582488,1.5643,0.0163,0.0,0.0389,3.576442843
MATW,Consumer Cyclical,11.701,0.0574,0.067,0.362758801,0.1236,6.339946593,0.679709078,1.1062,0.027,0.0,0.0155,2.148
AYI,Technology,11.8009,0.0499,0.095,0.403630336,0.2036,12.83606557,1.231296842,0.2078,0.0118,0.0,0.0034,1.774
DVA,Healthcare,12.1812,0.0486,0.014,0.281401134,0.043,3.360625624,0.596792287,2.7278,0.0866,0.0,0.0,1.722
WCN,Industrials,15.3577,0.0632,0.111,0.417887803,0.0847,0.952397912,0.389864001,0.6466,0.1098,0.0,0.0078,1.27
MGPI,Consumer Defensive,16.073,0.0824,0.097,0.222285151,0.1851,3.113628837,1.353363897,0.1589,0.0825,0.0,0.0056,4.127
LTRPA,Technology,5.6296,0.0293,-0.04,0.776470588,-0.1905,10.48701299,0.309150077,1.4494,0.0378,0.0,0.0,1.52
SND,Basic Materials,3.1561,0.5485,0.088,0.318007248,0.0893,0.855368041,0.663363431,0.2327,0.4521,0.0,0.0,2.032
GTES,Industrials,9.5587,0.1006,0.073,0.397478791,0.126,4.426285865,0.497962098,1.5431,0.0492,0.0,0.0,2.672
PFG,Financial Services,6.4709,0.0102,0.109,0.41588936,0.1358,18.55493288,0.058580598,0.2899,0.0065,0.0,0.0475,2.451753136
IRET,Real Estate,5.4663,0.0602,0.616,0.596385755,0.2307,0.133190684,0.127054926,1.3896,0.1216,0.0,0.0525,1.057985058
HUM,Healthcare,11.7383,0.0585,0.03,0.193807984,0.1656,32.80230548,2.239483729,0.6141,0.0108,0.0,0.007,1.682
TEX,Industrials,10.2399,0.1745,0.022,0.188643902,0.1321,16.15190671,1.470208554,1.4116,0.0203,0.0,0.0145,1.995
JWN,Consumer Cyclical,5.8577,0.0489,0.028,0.361028557,0.4473,3.929423712,1.907332101,2.8014,0.0472,0.0,0.0317,1.065
HFC,Energy,5.0224,0.243,0.062,0.205342793,0.1855,3.783136652,1.611214995,0.4075,0.0176,0.0,0.0258,2.822
PQG,Basic Materials,10.5221,0.0924,0.036,0.237311849,0.0351,1.330175297,0.37161915,1.2738,0.0819,0.0,0.0,2.185
ESRT,Real Estate,12.9178,0.031,0.09,0.563271092,0.0537,0.34227829,0.17434446,1.5494,0.3322,0.0,0.0295,4.508367017
LBRT,Energy,4.7107,0.4465,0.063,0.244245839,0.3119,3.436927979,1.930258907,0.246,0.1186,0.0,0.0077,2.099
TSN,Consumer Defensive,7.717,0.0468,0.076,0.127234595,0.2362,6.492462312,1.375931842,0.7711,0.03,0.0,0.0191,1.131
SBGI,Consumer Cyclical,7.6851,0.1589,0.112,0.363870876,0.2082,4.473032211,0.464863208,2.3752,0.0344,0.0,0.0281,3.113
MMP,Energy,9.3307,0.1272,0.472,0.521063493,0.5046,0.48749306,0.364835044,1.6157,0.1954,0.0,0.0665,0.955
EGOV,Technology,7.537,0.0249,0.169,0.408431429,0.2753,33.62909516,1.110696045,0.0,0.0406,0.0,0.0256,3.213
TSE,Consumer Cyclical,4.9047,0.0393,0.063,0.114389547,0.3805,7.807464955,1.695320522,1.5192,0.026,0.0,0.0332,3.038
ARE,Real Estate,17.3465,0.1767,0.274,0.712895088,0.0517,0.111422965,0.09177069,0.7462,0.6985,0.0,0.0324,1.464368515
LYV,Consumer Cyclical,17.1822,0.1136,-0.002,0.261394167,0.0548,11.39645022,1.269618069,2.5615,0.0222,0.0,0.0,1.026
ECL,Basic Materials,16.7556,0.0602,0.097,0.411931934,0.1786,3.823826903,0.730688187,0.8803,0.0557,0.0,0.0115,1.269
ELY,Consumer Cyclical,9.1638,0.1851,0.084,0.465363033,0.1446,14.04776653,1.180341975,0.0689,0.0296,0.0328,0.0026,1.731
LPT,Real Estate,12.2109,0.0594,0.68,0.590305708,0.144,0.129311806,0.101651132,0.9288,0.2074,0.0,0.0382,3.404308564
RMD,Healthcare,22.2604,0.1323,0.135,0.582072613,0.1533,6.05405769,0.763790735,0.1367,0.0267,0.0663,0.0135,2.085
H,Consumer Cyclical,6.1621,-0.0018,0.173,0.219802425,0.2095,1.234478936,0.582755463,0.4452,0.0667,0.0,0.0089,1.268
EXPR,Consumer Cyclical,2.2234,-0.0208,0.009,0.290715969,0.0291,5.329463499,1.818567996,0.0,0.0266,0.0,0.0,1.897
FII,Financial Services,8.1621,0.0297,0.194,1.0,0.257,21.33568168,0.735693144,0.1575,0.0152,0.0,0.0399,1.678
TRMB,Technology,17.3487,0.1743,0.091,0.540792691,0.1057,14.60028182,0.538120629,0.7361,0.0217,0.1435,0.0,1.032
CVEO,Industrials,15.6916,0.2208,-0.282,0.292077002,-0.1536,0.708284199,0.465910668,0.7027,0.0241,0.0,0.0,1.244
TRU,Industrials,18.5503,0.1983,0.119,0.659028137,0.1464,10.51838402,0.329157078,2.1422,0.0777,0.0,0.004,1.534
XYL,Industrials,15.0891,0.1062,0.105,0.389091607,0.1983,7.9375,0.720991415,0.8338,0.0455,0.0363,0.0126,1.508
QUAD,Industrials,4.965,0.0151,0.002,0.18227341,0.0192,3.649551823,1.698473128,2.1148,0.0152,0.0,0.0974,1.112
RYN,Basic Materials,14.4944,-0.0042,0.125,0.258386449,0.0657,35.87262098,0.293504506,0.6247,0.147,0.0,0.0383,3.271
PPG,Basic Materials,12.3761,0.0424,0.087,0.414531026,0.2896,5.480926916,0.959975023,1.0834,0.025,0.0287,0.0182,1.363
WAIR,Industrials,13.7478,0.0987,0.021,0.256713681,0.0472,35.52652415,0.877603276,1.2279,0.0036,0.0,0.0,4.081
TPC,Industrials,6.0353,-0.0636,0.019,0.102017392,0.0461,9.078751664,1.015249267,0.4209,0.0159,0.0,0.0,1.987
XHR,Real Estate,7.4003,0.1195,0.183,0.34817857,0.1062,0.368053309,0.333810082,0.6333,0.1023,0.0,0.064,1.796526544
COT,Consumer Defensive,4.7549,0.0455,0.161,0.495427536,0.3272,3.798463262,0.747252401,1.1468,0.059,0.0,0.0172,1.134
DDS,Consumer Cyclical,4.4815,0.0007,0.034,0.346110873,0.1296,3.786339016,1.744011396,0.4276,0.0185,0.0,0.0056,1.658
TMST,Basic Materials,9.2553,0.2117,-0.02,0.065131007,-0.0592,2.388196916,1.344856379,0.3533,0.0242,0.0,0.0,2.226
FR,Real Estate,15.857,0.0191,0.404,0.710724488,0.0992,0.14115086,0.128537613,0.7887,0.0982,0.0,0.0301,2.128877625
HAIN,Consumer Defensive,39.5353,0.0488,0.004,0.209721906,0.0056,7.923890616,0.834082426,0.4111,0.0288,0.0,0.0,2.489
KMX,Consumer Cyclical,18.1637,0.0784,0.039,0.136029823,0.2002,6.419129146,0.979065692,3.9551,0.0173,0.0,0.0,2.608
LH,Healthcare,8.9046,0.0995,0.078,0.28026894,0.1268,6.512325461,0.700227985,0.8692,0.0335,0.0,0.0,1.509
PLCE,Consumer Cyclical,9.6309,0.0476,0.045,0.38034781,0.1788,7.234070945,1.989171775,0.0453,0.0314,0.0,0.0113,1.821
FND,Consumer Cyclical,14.6006,0.2348,0.068,0.410719549,0.1988,5.207140812,1.385512089,0.2487,0.0885,0.0,0.0,1.384
FUL,Basic Materials,10.7611,0.3187,0.056,0.27520337,0.1485,4.777325862,0.72815454,1.9496,0.0215,0.0,0.0128,1.996
MRC,Energy,8.685,0.1443,0.012,0.16514861,0.1069,29.8,1.714050945,0.9884,0.0034,0.0,0.0,2.575
SCHL,Consumer Cyclical,26.3692,-0.065,-0.003,0.542741341,-0.0038,2.930885529,0.892078449,0.006,0.0968,0.0,0.0133,2.15
WHR,Technology,14.3285,-0.0102,-0.009,0.168132338,-0.0799,6.161980082,1.146617976,2.6307,0.028,0.0,0.0426,0.816
BECN,Industrials,11.9754,0.4665,0.013,0.248246151,0.0523,22.8892681,0.986118345,1.3907,0.0072,0.0,0.0,1.588
PGRE,Real Estate,14.7823,0.0556,0.012,0.63887736,0.0023,0.101778165,0.086679181,0.8916,0.1949,0.0,0.0318,4.609148273
COO,Healthcare,21.2243,0.1841,0.055,0.644464624,0.0423,2.595081967,0.414343672,0.6116,0.0764,0.0335,0.0002,2.033
COMM,Technology,8.6709,0.0017,0.031,0.369548301,0.0798,10.13197383,0.689013951,2.2688,0.0152,0.0406,0.0,2.719
MWA,Industrials,11.8296,0.109,0.115,0.316484716,0.1875,6.070245195,0.709033207,0.79,0.0608,0.0,0.0167,4.102
BOOT,Consumer Cyclical,10.4354,0.0764,0.043,0.306682361,0.1346,7.59964353,1.153090191,0.9856,0.036,0.0,0.0,1.597
TKR,Industrials,7.3237,0.1921,0.085,0.290465818,0.1917,3.92588532,0.805543058,1.0646,0.031,0.0,0.0297,2.534
RL,Consumer Cyclical,9.1886,-0.0707,0.026,0.606845349,0.0471,5.211413639,1.00634838,0.1724,0.0261,0.0,0.0185,2.236
MASI,Healthcare,21.8714,0.0861,0.225,0.669811683,0.1997,5.171287928,0.743224473,0.0,0.02,0.0897,0.0,5.364
BRO,Financial Services,13.735,0.0706,0.171,1.0,0.1147,20.06321032,0.301143068,0.5022,0.0181,0.0,0.0111,1.216
BRKR,Healthcare,15.1791,0.0734,0.095,0.47478371,0.2004,7.005173688,0.890538382,0.3804,0.0257,0.0915,0.0054,2.176
G,Industrials,12.0453,0.0964,0.094,0.359579311,0.2008,14.10709165,0.850215827,0.9287,0.0532,0.0,0.0111,1.388
CFX,Industrials,10.9466,0.1111,0.038,0.308943845,0.0429,11.20817961,0.554237497,0.3662,0.0095,0.0,0.0,1.633
GPC,Consumer Cyclical,11.9095,0.1488,0.043,0.319389575,0.2349,18.23842252,1.477175267,0.911,0.0116,0.0,0.03,1.284
BGS,Consumer Defensive,9.1876,0.033,0.101,0.205495883,0.1916,6.01927426,0.556751524,1.8175,0.0245,0.0,0.0654,2.268
JAZZ,Healthcare,10.047,0.1682,0.236,0.935722362,0.1621,9.437716487,0.363394882,0.579,0.0108,0.1198,0.0,3.572
CMCO,Industrials,10.4502,0.3175,0.026,0.339593219,0.0541,7.423296987,0.734755953,0.89,0.0173,0.0162,0.0046,1.741
CRS,Industrials,9.8213,0.2003,0.087,0.177179404,0.1269,1.642835389,0.717559029,0.3673,0.0617,0.0,0.0135,3.245
BLK,Financial Services,10.4628,0.044,0.303,0.811734047,0.133,22.08087092,0.088974952,0.1564,0.0144,0.0,0.0308,1.377021099
IMO,Energy,4.0637,0.1248,0.0489,0.164392148,0.0945,1.025536888,0.846656696,0.2115,0.0425,0.0005,0.0164,1.003
CATM,Industrials,7.9672,-0.1077,0.003,0.33262392,0.0098,2.923252938,0.752649182,2.1718,0.0797,0.0,0.0,0.856
POR,Utilities,8.7767,-0.009,0.106,0.501757911,0.0846,0.289095397,0.245499383,0.9888,0.2988,0.0,0.0311,0.813
GCI,Consumer Cyclical,5.5308,-0.073,0.005,0.381694835,0.0145,3.664327916,1.176898424,0.2939,0.0216,0.0,0.075,1.053
GDI,Technology,8.7619,0.1324,0.1,0.376422039,0.1607,7.542905216,0.599451762,0.9977,0.0181,0.0,0.0,2.232
FFIV,Technology,15.936,0.0341,0.21,0.832756626,0.3529,14.90193875,0.829563197,0.0,0.0243,0.1694,0.0,1.485
KNL,Industrials,8.2514,0.1495,0.056,0.369756856,0.1896,6.05707907,1.06143288,1.1936,0.0309,0.0,0.0364,1.216
HOG,Consumer Cyclical,16.574,0.0123,0.093,0.361215174,0.2996,6.323053492,0.536007416,4.2838,0.0373,0.0,0.0434,1.247
UNVR,Basic Materials,8.8799,0.0459,0.02,0.220110049,0.1446,9.031701193,1.637299901,1.9973,0.0093,0.0,0.0,1.64
HAE,Healthcare,25.6205,0.0201,0.05,0.455689257,0.0606,2.721380917,0.730537872,0.3372,0.0797,0.0434,0.0,1.355
MRTN,Industrials,5.1687,0.1282,0.07,0.598054327,0.0955,1.33892185,1.044687387,0.0,0.1286,0.0,0.0062,2.272
DLX,Industrials,7.0978,0.0165,0.075,0.603734688,0.1635,22.11623608,0.866786025,0.9961,0.0311,0.0,0.0312,1.148
GEO,Real Estate,11.573,0.03,0.062,0.246897768,0.1394,1.080040396,0.547515593,2.6418,0.083,0.0,0.0954,0.853
LMNX,Healthcare,18.4584,0.0302,0.058,0.618998917,0.0389,4.764331402,0.601357643,0.0,0.0674,0.1493,0.0104,3.946
AAP,Consumer Cyclical,13.6783,0.0221,0.044,0.440414302,0.1194,6.998289974,1.059719834,0.2945,0.02,0.0,0.0015,1.565
AON,Financial Services,17.3722,0.0772,0.105,1.0,0.2732,18.31632653,0.407614866,1.5042,0.0223,0.0,0.0135,1.081
TXRH,Consumer Cyclical,14.1126,0.1072,0.064,0.200731734,0.1673,2.56873696,1.672557777,0.0,0.0635,0.0,0.0169,0.896
BEAT,Healthcare,22.9043,0.393,0.107,0.627042696,0.1379,8.257477727,0.680762303,0.6452,0.0617,0.0281,0.0,2.955
LZB,Consumer Cyclical,7.5839,0.042,0.051,0.393161514,0.1321,8.756797249,1.773802391,0.0007,0.0229,0.0,0.016,2.858
EEFT,Industrials,10.8726,0.1262,0.092,0.413234651,0.1889,8.690984654,0.763779167,0.5093,0.0443,0.0,0.0,1.515
CVGI,Consumer Cyclical,3.217,0.1887,0.05,0.143529787,0.3869,13.79033472,2.147028436,1.4235,0.0157,0.0,0.0,2.371
GMS,Basic Materials,10.1687,0.0829,0.025,0.32593514,0.1087,15.35296671,1.726675838,1.0284,0.0095,0.0,0.0,2.71
RJF,Financial Services,5.2017,0.1418,0.118,0.987299428,0.1345,14.96773251,0.194432898,0.4507,0.0184,0.0,0.0119,3.941727483
WWD,Industrials,16.5618,0.1083,0.078,0.260632459,0.1173,2.194209461,0.613581738,0.8101,0.0547,0.0638,0.0069,1.886
TTC,Industrials,13.1811,0.0453,0.104,0.359349665,0.4065,9.646576463,1.666885213,0.4672,0.0344,0.0,0.0142,1.68
SHW,Basic Materials,19.8162,0.1702,0.063,0.423083918,0.2972,9.868363425,0.916391624,2.5045,0.0143,0.0,0.0087,1.011
WAB,Industrials,14.0149,0.1241,0.068,0.282771103,0.1029,7.739529975,0.50450296,1.3461,0.0188,0.02,0.0068,2.702
DK,Energy,4.3896,0.4081,0.033,0.095064057,0.2083,4.662216957,1.77639482,1.0923,0.0304,0.0,0.0295,1.455
SWX,Utilities,10.1527,0.13,0.063,0.210639674,0.0809,0.565458162,0.391426893,1.0179,0.2659,0.0,0.0269,0.895
TTD,Technology,40.3953,0.5486,0.185,1.0,0.2234,14.44332143,0.426966594,0.0,0.0528,0.1758,0.0,1.48
CNK,Consumer Cyclical,8.3183,0.0769,0.066,0.394079588,0.1481,1.757502047,0.718842359,1.4131,0.1062,0.0,0.0358,1.178
DXPE,Industrials,7.1835,0.208,0.029,0.273153116,0.1161,23.6936879,1.737518608,0.7834,0.0056,0.0,0.0,2.691
ENS,Technology,9.0488,0.0907,0.046,0.255008441,0.1,6.615822785,1.038186113,0.5002,0.0269,0.0,0.0105,3.132
RP,Technology,28.5101,0.2959,0.04,0.581153103,0.0327,5.66333177,0.414477639,0.5612,0.0586,0.1363,0.0,1.312
TFX,Healthcare,35.3205,0.1407,0.082,0.565451565,0.0791,5.657521617,0.389994665,0.8499,0.033,0.0434,0.0053,2.122
DEI,Real Estate,18.2158,0.0853,0.132,0.681309542,0.0483,0.113224084,0.106674781,1.7208,0.2809,0.0,0.0296,1.957261347
UFS,Basic Materials,4.1588,0.0596,0.052,0.211182401,0.1115,2.094049904,1.107614213,0.3365,0.0348,0.0,0.0619,2.029
MTN,Consumer Cyclical,20.8919,0.0547,0.189,0.305997406,0.239,1.236190703,0.494848934,0.8007,0.0699,0.0,0.0182,0.908
SPR,Industrials,8.2065,0.0342,0.085,0.150387704,0.4985,3.331795534,1.270159517,1.5315,0.0376,0.0059,0.0064,1.801
WETF,Financial Services,18.6946,0.2007,0.134,1.0,0.1022,30.04998904,0.292384786,0.5478,0.0003,0.0,0.018,1.883
LCI,Healthcare,6.4963,0.0809,0.042,0.421737663,0.0479,2.934927352,0.434559298,1.4013,0.0764,0.0426,0.0,2.622
FLIR,Technology,15.2253,-0.0137,0.159,0.507025454,0.1505,7.177185771,0.638450735,0.2248,0.0173,0.0993,0.0147,4.09
PII,Consumer Cyclical,9.3779,0.1198,0.055,0.246967199,0.3868,7.209561606,1.47361582,2.2643,0.0371,0.0427,0.0313,1.241
JCOM,Technology,9.9934,0.08,0.107,0.833450814,0.1242,12.21797739,0.471446757,0.9782,0.0467,0.0401,0.0242,1.498
MIDD,Industrials,13.0416,0.1659,0.116,0.368771739,0.1905,8.656069098,0.598475179,1.1363,0.0132,0.0,0.0,1.899
RCII,Industrials,1.6852,-0.0156,0.003,0.634538699,0.0296,11.7551685,1.904526182,1.8849,0.0105,0.0,0.0,2.599520384
WST,Healthcare,19.7196,0.074,0.12,0.317573076,0.1482,2.089294404,0.86785588,0.1404,0.061,0.0235,0.0058,3.153
BERY,Consumer Cyclical,9.2745,0.1091,0.063,0.18185284,0.3466,3.16278135,0.861789508,4.0839,0.0427,0.0,0.0,1.847
WNC,Industrials,6.6859,0.283,0.031,0.125106405,0.1465,10.95351006,1.738186267,1.0677,0.0072,0.0,0.0229,2.022
CSGP,Industrials,30.6906,0.2348,0.2,0.77351422,0.0789,14.30719182,0.359748708,0.0013,0.0249,0.0847,0.0,7.87
TTMI,Technology,6.7731,0.071,0.047,0.160517072,0.1228,2.706460119,0.823502105,0.969,0.0526,0.0,0.0,1.695
FLS,Industrials,17.0954,0.0469,0.031,0.309924215,0.0729,6.282070363,0.830250438,0.903,0.0203,0.0,0.02,2.205
IAC,Technology,16.5506,0.289,0.147,0.786261064,0.2205,13.3716813,0.620094449,0.7947,0.0201,0.0726,0.0,3.127
UCTT,Technology,6.3509,0.1863,0.033,0.160362345,0.0839,7.643459107,1.135731871,0.7821,0.0238,0.0121,0.0,3.323
ANGI,Technology,46.7952,0.5376,0.068,0.950771081,0.0589,15.97878886,0.626230139,0.1978,0.0323,0.054,0.0,2.356
CISN,Technology,12.8722,0.1563,-0.033,0.634718151,-0.0846,12.76652683,0.391332186,4.2279,0.0471,0.0411,0.0,0.886
IPI,Basic Materials,7.4498,0.1706,0.057,0.183756662,0.0282,0.601573038,0.396530289,0.119,0.0806,0.0,0.0,4.179
HIW,Real Estate,12.8477,0.0246,0.235,0.663328866,0.0803,0.172855721,0.154017885,0.9743,0.349,0.0,0.0478,1.448082101
CPS,Consumer Cyclical,6.2844,0.0031,0.03,0.152524472,0.1296,3.68740278,1.383587682,0.9996,0.0601,0.0,0.0,1.531
CHEF,Consumer Defensive,16.5942,0.1099,0.014,0.254080516,0.0661,16.94039355,1.972437118,0.9014,0.0137,0.0,0.0,2.619
APH,Technology,13.4954,0.1698,0.147,0.323689344,0.3,9.365151861,0.816533763,0.8889,0.0373,0.0,0.0109,1.865
GPRE,Basic Materials,3.8083,0.0687,0.004,0.048102789,0.0168,4.714411182,1.734027031,0.5456,0.0115,0.0,0.0366,1.447
RS,Industrials,6.1965,0.1866,0.055,0.284494343,0.1356,6.667726458,1.433765491,0.4717,0.0183,0.0,0.0281,4.699
HIBB,Consumer Cyclical,4.2041,-0.0049,0.036,0.322981681,0.1096,8.826222903,2.096410925,0.01,0.0235,0.0,0.0,3.001
ALGN,Healthcare,31.239,0.3347,0.204,0.73626895,0.3194,3.772074832,0.958115586,0.0,0.1136,0.0655,0.0,1.882
HEI,Industrials,27.202,0.1659,0.146,0.388539596,0.1854,11.48851292,0.669979528,0.3808,0.0236,0.0,0.0013,2.598
CMG,Consumer Cyclical,24.0028,0.0868,0.036,0.187254843,0.1225,3.527258213,2.147405141,0.0,0.0591,0.0,0.0,1.811
REG,Real Estate,17.9763,0.1388,0.222,0.727121479,0.0389,0.119402115,0.102422066,0.5807,-0.0216,0.0,0.0378,1.575573593
RPM,Basic Materials,13.1811,0.0733,0.063,0.409875672,0.2071,6.819943714,1.009450433,1.3332,0.0215,0.0,0.0255,2.454
WOR,Industrials,10.2482,0.1883,0.054,0.157151512,0.212,6.122741337,1.366098772,0.8167,0.0212,0.0,0.0173,1.919
NUVA,Healthcare,17.1867,0.0731,0.011,0.717568262,0.015,4.612750742,0.645084869,0.722,0.0925,0.056,0.0,3.445
BIOS,Healthcare,32.1004,-0.1325,-0.089,0.342836749,-0.0858,7.610991819,0.496357331,0.8947,0.0196,0.0,0.0,1.948
COLD,Real Estate,19.8684,0.0389,0.029,0.252955941,0.0679,0.871682409,0.633240116,2.1375,0.0784,0.0,0.0275,1.810237869
HTLD,Industrials,6.9228,0.0057,0.119,0.743978009,0.118,1.515189026,0.757619885,0.0,0.0631,0.0,0.0044,3.594
EV,Financial Services,9.6861,0.1133,0.224,0.850342106,0.3449,32.46831846,0.472935226,1.3479,0.011,0.0,0.0284,1.935
PKG,Consumer Cyclical,6.7821,0.0884,0.105,0.234553645,0.2762,2.256514186,1.067719987,0.9365,0.0786,0.0,0.0359,3.049
HII,Industrials,7.4818,0.0988,0.102,0.219055773,0.5515,3.248311482,1.280902397,0.8463,0.0492,0.0,0.0159,0.954
PRGO,Healthcare,9.4464,-0.0434,0.028,0.387070186,0.0231,5.707031721,0.430804669,0.5721,0.0217,0.0462,0.0196,1.888
PRAH,Healthcare,17.6896,0.2711,0.054,0.370276421,0.1473,18.55678323,0.901287225,1.0357,0.0194,0.0,0.0,0.87
MSA,Industrials,17.3711,0.1348,0.091,0.450527353,0.1959,8.598860327,0.844585737,0.5701,0.0216,0.0388,0.0158,2.328
ACM,Industrials,12.2876,0.1072,0.007,0.032281442,0.0333,32.82325238,1.372885509,0.8861,0.0043,0.0,0.0,1.163
HLI,Financial Services,11.4614,0.1047,0.179,1.0,0.202,29.9683942,0.678979533,0.0139,0.008,0.0,0.0183,0.855278074
CMP,Basic Materials,9.9241,0.0947,0.046,0.196772898,0.1274,1.419771863,0.63076988,2.5263,0.0648,0.0,0.0691,2.546
FTNT,Technology,33.7559,0.2049,0.184,0.749944481,0.3288,6.6366986,0.585185185,0.0,0.0294,0.1357,0.0,1.768
SPB,Consumer Defensive,11.4718,0.0276,0.202,0.350329509,0.4859,7.6174,0.488357482,2.9414,0.0188,0.0117,0.0056,2.779
IFF,Basic Materials,24.2411,0.1703,0.085,0.423052294,0.0559,3.204715458,0.308590046,0.7547,0.0415,0.0783,0.0212,2.607
IQV,Healthcare,17.9236,0.0732,0.025,0.352093738,0.0386,23.99078341,0.461749967,1.6394,0.0441,0.0,0.0,1.096
