company,Revenue_Growth,returnOnEquity,Profit_Margin,Debt_to_Equity,R_and_D_to_Revenue,Capex_to_Revenue,sector,cluster
obs_65,0.0788,0.1846,0.102,0.0,0.0,0.141,Energy,3
obs_66,0.643,0.0085,0.006,0.99,0.0,0.0124,Healthcare,3
obs_69,-0.0784,0.1539,0.044,0.1045,0.0,0.0213,Consumer_Cyclical,3
obs_71,0.1591,0.0443,0.004,1.2915,0.0017,0.0311,Technology,3
obs_72,0.1331,0.3917,0.099,0.0024,0.0,0.0151,Technology,3
obs_74,0.2987,0.1846,0.059,0.7673,0.0,0.048,Energy,3
obs_75,0.2453,0.1441,0.027,0.4204,0.0,0.0177,Energy,3
obs_76,-0.0167,0.0446,0.061,0.0737,0.0367,0.1519,Consumer_Cyclical,3
obs_78,0.0813,0.1152,0.046,1.1358,0.0073,0.0548,Industrials,3
obs_79,0.1403,0.1625,0.091,0.3566,0.0,0.0086,Consumer_Cyclical,3
obs_80,0.0005,0.0013,0.098,0.4026,0.0,0.054,Sector_Base,3
obs_86,0.0002,0.1208,0.072,0.2437,0.0,0.0443,Consumer_Cyclical,3
obs_87,0.1081,0.1158,0.047,1.1406,0.0,0.055,Sector_Base,3
obs_88,0.0247,0.1022,0.092,0.5164,0.0,0.0255,Sector_Base,3
obs_89,0.2494,0.1749,0.114,1.0975,0.0,0.1156,Energy,3
obs_91,-0.0398,0.029,0.031,1.1394,0.0616,0.022,Healthcare,3
obs_92,0.208,0.0927,0.03,0.7757,0.0,0.0359,Sector_Base,3
obs_93,-0.0035,-0.0853,-0.009,3.06,0.0,0.0307,Consumer_Cyclical,3
obs_94,0.0348,0.2501,0.04,1.1434,0.0,0.0344,Consumer_Defensive,3
obs_96,0.0251,0.206,0.082,1.1428,0.0,0.0236,Industrials,3
obs_97,0.0413,0.1807,0.106,0.1116,0.0,0.0398,Consumer_Defensive,3
obs_100,0.0675,0.2536,0.108,0.497,0.0,0.0303,Industrials,3
obs_101,-0.0374,0.2726,0.063,1.024,0.0,0.014,Consumer_Cyclical,3
obs_105,0.3101,0.1225,0.068,0.4933,0.0,0.0455,Consumer_Cyclical,3
obs_106,0.1114,0.137,0.079,1.1844,0.037,0.0286,Industrials,3
obs_107,0.2198,0.1004,0.04,0.9013,0.0,0.0187,Consumer_Cyclical,3
obs_110,0.13,0.162,0.098,0.0,0.0,0.0596,Consumer_Cyclical,3
obs_111,0.0142,0.2199,0.102,1.038,0.0,0.0307,Consumer_Defensive,3
obs_115,0.1405,0.2462,0.127,0.532,0.0,0.0354,Industrials,3
obs_116,0.1014,0.0457,0.031,1.2118,0.0,0.1559,Utilities,3
obs_118,0.2284,-0.0191,-0.018,0.8502,0.0,0.0475,Consumer_Defensive,3
obs_121,0.13,0.275,0.261,0.0,0.0,0.0186,Consumer_Defensive,3
obs_123,-0.1179,-0.0568,-0.077,0.5382,0.0406,0.2249,Sector_Base,3
obs_124,-0.0048,0.1696,0.182,0.6123,0.0,0.0419,Consumer_Defensive,3
obs_125,0.0591,0.1332,0.099,0.4669,0.027,0.0261,Industrials,3
obs_128,0.0578,0.0953,0.028,0.4416,0.0,0.0131,Consumer_Defensive,3
obs_129,0.0844,0.1666,0.038,0.0336,0.0,0.0552,Consumer_Cyclical,3
obs_133,0.1222,0.1337,0.036,0.9206,0.0162,0.0334,Sector_Base,3
obs_134,0.0045,-0.0126,-0.14,0.8506,0.0,0.0184,Real_Estate,3
obs_135,0.3677,0.14,0.037,1.8722,0.0,0.0656,Consumer_Cyclical,3
obs_136,0.0205,0.1585,0.043,0.833,0.0,0.0335,Consumer_Cyclical,3
obs_138,0.1479,0.1179,0.055,0.8178,0.0,0.0344,Industrials,3
obs_139,0.0314,0.2174,0.097,0.4693,0.0,0.0044,Consumer_Cyclical,3
obs_143,0.0741,0.1156,0.317,0.4326,0.0,0.0446,Financial_Services,3
obs_144,0.0389,0.0827,0.1,0.7347,0.0011,0.0571,Sector_Base,3
obs_145,0.0594,0.1313,0.039,1.9459,0.0,0.0701,Consumer_Cyclical,3
obs_146,0.0298,0.1029,0.166,0.89,0.0,0.0193,Financial_Services,3
obs_147,0.0675,0.2512,0.066,0.4907,0.0,0.0275,Consumer_Defensive,3
obs_149,0.2677,0.1792,0.033,0.3253,0.0,0.0078,Energy,3
obs_150,0.0757,0.0489,0.009,0.7239,0.0,0.017,Consumer_Cyclical,3
obs_151,-0.0193,0.0838,0.172,0.5234,0.0,0.0687,Real_Estate,3
obs_152,0.2284,0.1572,0.105,0.7769,0.0,0.004,Consumer_Cyclical,3
obs_153,-0.0228,0.1375,0.037,0.6941,0.0,0.0079,Healthcare,3
obs_155,0.2143,0.1603,0.354,0.2147,0.0,0.039,Financial_Services,3
obs_156,0.0721,0.0653,0.056,1.1874,0.0,0.211,Utilities,3
obs_158,0.3217,0.0148,0.01,1.0239,0.0629,0.056,Healthcare,3
obs_159,0.0731,0.0157,0.004,0.3693,0.0,0.0133,Consumer_Cyclical,3
obs_160,0.2986,0.055,0.093,0.6422,0.0,-0.1575,Real_Estate,3
obs_161,0.042,0.1145,0.089,0.3104,0.0,0.0574,Consumer_Cyclical,3
obs_162,0.1573,-0.0022,-0.004,0.1962,0.0,0.0289,Energy,3
obs_163,-0.1045,-0.1291,-0.077,0.4863,0.002,0.0391,Industrials,3
obs_164,0.0458,0.1868,0.038,1.0122,0.0,0.0204,Industrials,3
obs_166,0.0218,0.2697,0.053,0.3973,0.0,0.0461,Consumer_Cyclical,3
obs_167,0.0027,0.2078,0.158,0.1074,0.0,0.0022,Financial_Services,3
obs_169,0.0593,0.0943,0.151,0.7482,0.0,0.0925,Technology,3
obs_170,0.0888,0.1839,0.13,0.0652,0.0,0.0234,Technology,3
obs_171,0.4831,0.1841,0.27,0.3168,0.0,0.0398,Financial_Services,3
obs_172,0.0724,0.098,0.065,1.5882,0.0,0.0894,Sector_Base,3
obs_175,0.0514,0.1638,0.054,0.0,0.0,0.0446,Consumer_Cyclical,3
obs_177,0.1266,0.0991,0.118,0.5598,0.0,0.102,Sector_Base,3
obs_178,0.0229,0.1314,0.041,0.6731,0.0,0.0131,Healthcare,3
obs_180,-0.03,0.0933,0.377,0.9138,0.0,-0.1871,Real_Estate,3
obs_181,0.0979,0.2317,0.137,0.8587,0.0,0.0146,Consumer_Defensive,3
obs_184,0.0166,-0.0336,-0.048,0.793,0.0494,0.0553,Healthcare,3
obs_185,0.0344,0.2321,0.14,0.2071,0.0,0.0757,Sector_Base,3
obs_186,-0.0011,0.0433,0.005,0.8702,0.0,0.0108,Consumer_Defensive,3
obs_187,0.1801,0.0814,0.026,0.3069,0.0,0.0247,Industrials,3
obs_188,-0.0171,0.0325,0.047,0.4057,0.0483,0.1423,Sector_Base,3
obs_191,0.0594,0.181,0.041,0.6551,0.0,0.0069,Healthcare,3
obs_193,0.2725,0.0177,0.039,0.2722,0.0,0.1853,Energy,3
obs_194,0.0378,0.0317,0.014,0.7441,0.0179,0.0489,Sector_Base,3
obs_196,0.1762,0.0554,0.022,0.3489,0.0,0.0123,Consumer_Cyclical,3
obs_197,0.2298,0.0236,0.13,0.6442,0.0,0.143,Real_Estate,3
obs_202,0.1504,0.1676,0.085,0.8303,0.0,0.0662,Industrials,3
obs_204,-0.0182,0.0759,0.012,0.5698,0.0,0.0068,Industrials,3
obs_205,0.2684,0.1082,0.227,0.0659,0.0,0.0126,Financial_Services,3
obs_206,0.0851,0.2355,0.07,0.8826,0.0,0.0865,Industrials,3
obs_207,0.063,0.1861,0.106,1.0629,0.0232,0.052,Sector_Base,3
obs_211,0.0703,0.095,0.111,0.6309,0.0,0.0886,Sector_Base,3
obs_213,0.0064,0.1456,0.046,1.1848,0.0,0.0524,Consumer_Cyclical,3
obs_214,0.1636,0.2914,0.09,0.337,0.0379,0.0321,Industrials,3
obs_217,-0.0063,-0.1507,-0.111,0.5582,0.0,0.0483,Energy,3
obs_219,0.0917,0.227,0.049,0.4527,0.0,0.0231,Energy,3
obs_226,0.2939,0.0452,0.049,0.4356,0.0,0.0996,Sector_Base,3
obs_227,-0.0163,0.0653,0.027,0.2656,0.0,0.0688,Consumer_Cyclical,3
obs_228,0.1148,0.1479,0.065,0.0477,0.0,0.0308,Consumer_Cyclical,3
obs_229,0.0254,0.145,0.197,0.512,0.0,0.0496,Real_Estate,3
obs_230,0.0363,0.024,0.076,1.1531,0.0,0.1156,Real_Estate,3
obs_231,0.0021,0.1127,0.036,0.0496,0.0,0.0352,Consumer_Cyclical,3
obs_233,0.0109,0.1471,0.034,0.5165,0.0,0.0304,Consumer_Cyclical,3
obs_235,0.0695,0.1603,0.078,0.0,0.0,0.0075,Consumer_Cyclical,3
obs_236,0.0499,0.0057,0.002,0.2417,0.0,0.0306,Consumer_Cyclical,3
obs_237,0.1045,0.1379,0.095,0.3571,0.0,0.0064,Financial_Services,3
obs_242,0.1572,0.2363,0.081,0.756,0.0,0.046,Consumer_Defensive,3
obs_243,-0.0129,-0.033,-0.131,1.0924,0.0,-0.4492,Real_Estate,3
obs_244,0.1675,0.2501,0.114,0.3592,0.0,0.0574,Technology,3
obs_247,0.0198,0.0832,0.03,0.0,0.0,0.0232,Consumer_Cyclical,3
obs_251,0.1482,0.0335,0.03,0.7425,0.0227,0.0484,Sector_Base,3
obs_254,0.0079,0.1249,0.04,0.796,0.0,0.0247,Consumer_Defensive,3
obs_255,-0.029,0.094,0.205,0.377,0.0,0.1663,Real_Estate,3
obs_258,0.0812,0.0626,0.028,1.1182,0.0,0.019,Industrials,3
obs_259,0.1283,0.1877,0.061,0.3254,0.0,0.0115,Industrials,3
obs_261,0.0742,0.2218,0.066,0.6895,0.0,0.0165,Industrials,3
obs_262,0.0158,0.1234,0.023,1.1571,0.0,0.031,Consumer_Defensive,3
obs_265,0.1036,0.1905,0.085,0.5826,0.0,0.0219,Industrials,3
obs_266,0.0832,0.2464,0.084,0.0087,0.0,0.0559,Consumer_Cyclical,3
obs_267,0.1479,0.0771,0.092,0.3364,0.0,0.0508,Industrials,3
obs_270,0.3036,0.1915,0.051,0.5453,0.0,0.014,Consumer_Cyclical,3
obs_272,0.1982,0.233,0.057,0.5468,0.0,0.1028,Industrials,3
obs_273,0.0382,0.1789,0.071,1.0715,0.0,0.0274,Consumer_Cyclical,3
obs_274,-0.0159,0.2354,0.087,0.7288,0.0,0.0264,Industrials,3
obs_275,0.1759,0.3111,0.076,0.0,0.0,0.0058,Industrials,3
obs_276,0.1612,0.1329,0.068,0.0988,0.0,0.142,Industrials,3
obs_277,0.0737,0.2387,0.077,0.7906,0.0,0.0284,Consumer_Defensive,3
obs_278,0.0564,0.0978,0.067,2.0943,0.0,0.0512,Consumer_Cyclical,3
obs_279,0.1932,-0.0979,-0.035,0.8692,0.0204,0.0586,Sector_Base,3
obs_284,0.0348,0.1447,0.072,0.742,0.0,0.0617,Healthcare,3
obs_286,0.0621,-0.0753,-0.058,1.3687,0.0,0.1134,Healthcare,3
obs_287,0.0452,0.1927,0.054,0.4138,0.0307,0.0296,Industrials,3
obs_288,0.3524,0.1629,0.065,1.311,0.0,0.0195,Consumer_Cyclical,3
obs_290,0.1309,0.3265,0.151,0.2171,0.0,0.0336,Industrials,3
obs_291,0.1455,0.2153,0.05,0.6275,0.0,0.0107,Real_Estate,3
obs_295,0.0309,0.0035,0.032,0.483,0.0,-0.6395,Real_Estate,3
obs_296,0.0024,0.1756,0.057,0.9444,0.0,0.0072,Technology,3
obs_297,0.0045,0.0948,0.047,0.0044,0.0,0.0159,Consumer_Cyclical,3
obs_299,0.1175,0.0318,0.015,0.7779,0.0,0.068,Consumer_Cyclical,3
obs_301,0.1645,0.1065,0.121,0.6884,0.0397,0.0291,Healthcare,3
obs_303,0.0959,0.1662,0.117,0.5593,0.0,0.0595,Consumer_Cyclical,3
obs_305,0.1603,-0.0387,-0.008,2.5665,0.0,0.0715,Consumer_Cyclical,3
obs_306,-0.0242,0.2077,0.078,0.2929,0.0,0.038,Consumer_Cyclical,3
obs_307,0.0824,0.116,0.049,1.0548,0.0544,0.0378,Technology,3
obs_308,0.1234,0.118,0.023,1.1941,0.0,0.0319,Industrials,3
obs_309,0.0182,0.3244,0.081,0.6824,0.0,0.0183,Consumer_Cyclical,3
obs_311,0.1259,0.0973,0.031,0.5066,0.038,0.0214,Industrials,3
obs_312,0.1838,0.1417,0.043,1.7441,0.0,0.0465,Consumer_Cyclical,3
obs_313,0.066,0.2197,0.11,0.7754,0.0,0.0208,Financial_Services,3
obs_316,0.2121,0.3129,0.094,0.0,0.0,0.0749,Consumer_Cyclical,3
obs_317,0.0236,0.1177,0.051,1.8575,0.0096,0.0353,Consumer_Cyclical,3
obs_319,0.1779,0.1655,0.057,0.7379,0.0,0.0035,Industrials,3
obs_320,0.0738,0.0171,0.005,2.6184,0.0119,0.0441,Industrials,3
obs_323,0.257,0.0808,0.047,1.1347,0.0,0.2328,Industrials,3
obs_325,0.018,0.183,0.113,0.8252,0.0,0.0366,Sector_Base,3
obs_329,0.0076,0.0992,0.026,0.3627,0.0,0.0262,Industrials,3
obs_330,0.0398,0.1125,0.087,1.2732,0.0,0.0663,Industrials,3
obs_332,0.189,0.181,0.074,0.8459,0.0,0.0116,Industrials,3
obs_333,0.6226,-0.0133,-0.018,0.2304,0.0,0.0775,Energy,3
obs_336,0.042,0.0934,0.038,0.3178,0.0,0.0222,Financial_Services,3
obs_337,0.05,0.0245,0.005,0.7939,0.0027,0.0218,Consumer_Cyclical,3
obs_339,0.0519,0.1159,0.086,0.4383,0.0,0.0795,Consumer_Cyclical,3
obs_341,0.0956,0.0741,0.074,1.1632,0.0,0.0569,Consumer_Defensive,3
obs_342,0.094,0.1369,0.033,0.4124,0.0,0.0119,Sector_Base,3
obs_344,0.0872,0.0018,0.001,1.3661,0.0,0.0947,Sector_Base,3
obs_345,0.285,0.1645,0.08,1.0262,0.0,0.1156,Utilities,3
obs_346,0.0862,-0.1022,-0.095,0.9625,0.0485,0.0804,Communication_Services,3
obs_350,-0.121,0.1256,0.048,0.9717,0.0538,0.0307,Consumer_Cyclical,3
obs_351,0.0638,0.2587,0.139,0.1289,0.0,0.0267,Industrials,3
obs_352,0.0174,0.1411,0.098,0.7464,0.0,0.0509,Healthcare,3
obs_354,-0.0283,0.0828,0.1,0.8796,0.0,0.0738,Technology,3
obs_355,-0.0057,0.1458,0.018,0.9575,0.0,0.0168,Consumer_Cyclical,3
obs_358,0.0825,0.036,0.144,1.2479,0.0,0.1895,Real_Estate,3
obs_359,0.0858,0.2058,0.165,0.4255,0.0,0.024,Industrials,3
obs_361,0.0148,0.0965,0.088,0.848,0.0,0.0943,Industrials,3
obs_362,-0.0294,0.0817,0.319,1.3182,0.0,-0.0399,Real_Estate,3
obs_364,0.2777,0.2234,0.08,0.0,0.0,0.053,Consumer_Cyclical,3
obs_369,0.0783,0.0772,0.043,0.5358,0.0,0.0352,Industrials,3
obs_370,0.1354,0.1261,0.054,0.1929,0.0,0.0658,Industrials,3
obs_379,0.1809,0.0428,0.017,0.1087,0.0,0.0029,Energy,3
obs_380,-0.0164,0.0419,0.006,0.7202,0.0,0.0295,Consumer_Cyclical,3
obs_382,0.1054,0.1272,0.077,0.785,0.0126,0.0761,Sector_Base,3
obs_383,0.2421,0.1316,0.152,0.375,0.0,0.0131,Financial_Services,3
obs_389,0.1943,0.2353,0.136,0.6113,0.0123,0.0269,Consumer_Cyclical,3
obs_391,0.041,0.2156,0.049,0.2488,0.0,0.0358,Consumer_Cyclical,3
obs_392,0.1447,0.181,0.185,0.438,0.0,0.0952,Sector_Base,3
obs_393,0.0745,0.2202,0.088,0.5002,0.0,0.0519,Consumer_Cyclical,3
obs_395,0.0799,0.1215,0.031,0.2752,0.0,0.0184,Consumer_Cyclical,3
obs_396,0.1542,0.0804,0.018,0.1371,0.009,0.011,Industrials,3
obs_397,0.0199,0.1061,0.06,0.8215,0.0,0.1196,Sector_Base,3
obs_398,0.0632,0.1216,0.06,0.0341,0.0,0.0182,Consumer_Cyclical,3
obs_401,0.0574,0.1236,0.067,1.1062,0.0,0.027,Consumer_Cyclical,3
obs_402,0.0499,0.2036,0.095,0.2078,0.0,0.0118,Technology,3
obs_403,0.0486,0.043,0.014,2.7278,0.0,0.0866,Healthcare,3
obs_404,0.0632,0.0847,0.111,0.6466,0.0,0.1098,Industrials,3
obs_405,0.0824,0.1851,0.097,0.1589,0.0,0.0825,Consumer_Defensive,3
obs_407,0.1006,0.126,0.073,1.5431,0.0,0.0492,Industrials,3
obs_408,0.0102,0.1358,0.109,0.2899,0.0,0.0065,Financial_Services,3
obs_410,0.0585,0.1656,0.03,0.6141,0.0,0.0108,Healthcare,3
obs_411,0.1745,0.1321,0.022,1.4116,0.0,0.0203,Industrials,3
obs_413,0.243,0.1855,0.062,0.4075,0.0,0.0176,Energy,3
obs_414,0.0924,0.0351,0.036,1.2738,0.0,0.0819,Sector_Base,3
obs_416,0.4465,0.3119,0.063,0.246,0.0,0.1186,Energy,3
obs_417,0.0468,0.2362,0.076,0.7711,0.0,0.03,Consumer_Defensive,3
obs_420,0.0249,0.2753,0.169,0.0,0.0,0.0406,Technology,3
obs_423,0.1136,0.0548,-0.002,2.5615,0.0,0.0222,Consumer_Cyclical,3
obs_424,0.0602,0.1786,0.097,0.8803,0.0,0.0557,Sector_Base,3
obs_425,0.1851,0.1446,0.084,0.0689,0.0328,0.0296,Consumer_Cyclical,3
obs_428,-0.0018,0.2095,0.173,0.4452,0.0,0.0667,Consumer_Cyclical,3
obs_429,-0.0208,0.0291,0.009,0.0,0.0,0.0266,Consumer_Cyclical,3
obs_430,0.0297,0.257,0.194,0.1575,0.0,0.0152,Financial_Services,3
obs_432,0.2208,-0.1536,-0.282,0.7027,0.0,0.0241,Industrials,3
obs_434,0.1062,0.1983,0.105,0.8338,0.0363,0.0455,Industrials,3
obs_435,0.0151,0.0192,0.002,2.1148,0.0,0.0152,Industrials,3
obs_436,-0.0042,0.0657,0.125,0.6247,0.0,0.147,Sector_Base,3
obs_438,0.0987,0.0472,0.021,1.2279,0.0,0.0036,Industrials,3
obs_439,-0.0636,0.0461,0.019,0.4209,0.0,0.0159,Industrials,3
obs_440,0.1195,0.1062,0.183,0.6333,0.0,0.1023,Real_Estate,3
obs_442,0.0007,0.1296,0.034,0.4276,0.0,0.0185,Consumer_Cyclical,3
obs_443,0.2117,-0.0592,-0.02,0.3533,0.0,0.0242,Sector_Base,3
obs_446,0.0995,0.1268,0.078,0.8692,0.0,0.0335,Healthcare,3
obs_447,0.0476,0.1788,0.045,0.0453,0.0,0.0314,Consumer_Cyclical,3
obs_448,0.2348,0.1988,0.068,0.2487,0.0,0.0885,Consumer_Cyclical,3
obs_450,0.1443,0.1069,0.012,0.9884,0.0,0.0034,Energy,3
obs_451,-0.065,-0.0038,-0.003,0.006,0.0,0.0968,Consumer_Cyclical,3
obs_452,-0.0102,-0.0799,-0.009,2.6307,0.0,0.028,Technology,3
obs_453,0.4665,0.0523,0.013,1.3907,0.0,0.0072,Industrials,3
obs_454,0.0556,0.0023,0.012,0.8916,0.0,0.1949,Real_Estate,3
obs_455,0.1841,0.0423,0.055,0.6116,0.0335,0.0764,Healthcare,3
obs_456,0.0017,0.0798,0.031,2.2688,0.0406,0.0152,Technology,3
obs_457,0.109,0.1875,0.115,0.79,0.0,0.0608,Industrials,3
obs_458,0.0764,0.1346,0.043,0.9856,0.0,0.036,Consumer_Cyclical,3
obs_459,0.1921,0.1917,0.085,1.0646,0.0,0.031,Industrials,3
obs_460,-0.0707,0.0471,0.026,0.1724,0.0,0.0261,Consumer_Cyclical,3
obs_462,0.0706,0.1147,0.171,0.5022,0.0,0.0181,Financial_Services,3
obs_464,0.0964,0.2008,0.094,0.9287,0.0,0.0532,Industrials,3
obs_465,0.1111,0.0429,0.038,0.3662,0.0,0.0095,Industrials,3
obs_466,0.1488,0.2349,0.043,0.911,0.0,0.0116,Consumer_Cyclical,3
obs_468,0.3175,0.0541,0.026,0.89,0.0162,0.0173,Industrials,3
obs_469,0.2003,0.1269,0.087,0.3673,0.0,0.0617,Industrials,3
obs_470,0.044,0.133,0.303,0.1564,0.0,0.0144,Financial_Services,3
obs_471,0.1248,0.0945,0.0489,0.2115,0.0005,0.0425,Energy,3
obs_472,-0.1077,0.0098,0.003,2.1718,0.0,0.0797,Industrials,3
obs_474,-0.073,0.0145,0.005,0.2939,0.0,0.0216,Consumer_Cyclical,3
obs_475,0.1324,0.1607,0.1,0.9977,0.0,0.0181,Technology,3
obs_477,0.1495,0.1896,0.056,1.1936,0.0,0.0309,Industrials,3
obs_479,0.0459,0.1446,0.02,1.9973,0.0,0.0093,Sector_Base,3
obs_480,0.0201,0.0606,0.05,0.3372,0.0434,0.0797,Healthcare,3
obs_481,0.1282,0.0955,0.07,0.0,0.0,0.1286,Industrials,3
obs_482,0.0165,0.1635,0.075,0.9961,0.0,0.0311,Industrials,3
obs_485,0.0221,0.1194,0.044,0.2945,0.0,0.02,Consumer_Cyclical,3
obs_487,0.1072,0.1673,0.064,0.0,0.0,0.0635,Consumer_Cyclical,3
obs_488,0.393,0.1379,0.107,0.6452,0.0281,0.0617,Healthcare,3
obs_489,0.042,0.1321,0.051,0.0007,0.0,0.0229,Consumer_Cyclical,3
obs_490,0.1262,0.1889,0.092,0.5093,0.0,0.0443,Industrials,3
obs_492,0.0829,0.1087,0.025,1.0284,0.0,0.0095,Sector_Base,3
obs_493,0.1418,0.1345,0.118,0.4507,0.0,0.0184,Financial_Services,3
obs_497,0.1241,0.1029,0.068,1.3461,0.02,0.0188,Industrials,3
obs_498,0.4081,0.2083,0.033,1.0923,0.0,0.0304,Energy,3
obs_500,0.0769,0.1481,0.066,1.4131,0.0,0.1062,Consumer_Cyclical,3
obs_501,0.208,0.1161,0.029,0.7834,0.0,0.0056,Industrials,3
obs_502,0.0907,0.1,0.046,0.5002,0.0,0.0269,Technology,3
obs_505,0.0596,0.1115,0.052,0.3365,0.0,0.0348,Sector_Base,3
obs_506,0.0547,0.239,0.189,0.8007,0.0,0.0699,Consumer_Cyclical,3
obs_508,0.2007,0.1022,0.134,0.5478,0.0,0.0003,Financial_Services,3
obs_509,0.0809,0.0479,0.042,1.4013,0.0426,0.0764,Healthcare,3
obs_512,0.08,0.1242,0.107,0.9782,0.0401,0.0467,Technology,3
obs_513,0.1659,0.1905,0.116,1.1363,0.0,0.0132,Industrials,3
obs_514,-0.0156,0.0296,0.003,1.8849,0.0,0.0105,Industrials,3
obs_515,0.074,0.1482,0.12,0.1404,0.0235,0.061,Healthcare,3
obs_517,0.283,0.1465,0.031,1.0677,0.0,0.0072,Industrials,3
obs_518,0.071,0.1228,0.047,0.969,0.0,0.0526,Technology,3
obs_519,0.0469,0.0729,0.031,0.903,0.0,0.0203,Industrials,3
obs_521,0.1863,0.0839,0.033,0.7821,0.0121,0.0238,Technology,3
obs_523,0.1706,0.0282,0.057,0.119,0.0,0.0806,Sector_Base,3
obs_525,0.0031,0.1296,0.03,0.9996,0.0,0.0601,Consumer_Cyclical,3
obs_526,0.1099,0.0661,0.014,0.9014,0.0,0.0137,Consumer_Defensive,3
obs_528,0.0687,0.0168,0.004,0.5456,0.0,0.0115,Sector_Base,3
obs_529,0.1866,0.1356,0.055,0.4717,0.0,0.0183,Industrials,3
obs_530,-0.0049,0.1096,0.036,0.01,0.0,0.0235,Consumer_Cyclical,3
obs_532,0.1659,0.1854,0.146,0.3808,0.0,0.0236,Industrials,3
obs_533,0.0868,0.1225,0.036,0.0,0.0,0.0591,Consumer_Cyclical,3
obs_534,0.1388,0.0389,0.222,0.5807,0.0,-0.0216,Real_Estate,3
obs_535,0.0733,0.2071,0.063,1.3332,0.0,0.0215,Sector_Base,3
obs_536,0.1883,0.212,0.054,0.8167,0.0,0.0212,Industrials,3
obs_537,0.0731,0.015,0.011,0.722,0.056,0.0925,Healthcare,3
obs_538,0.0389,0.0679,0.029,2.1375,0.0,0.0784,Real_Estate,3
obs_539,0.0057,0.118,0.119,0.0,0.0,0.0631,Industrials,3
obs_543,-0.0434,0.0231,0.028,0.5721,0.0462,0.0217,Healthcare,3
obs_544,0.2711,0.1473,0.054,1.0357,0.0,0.0194,Healthcare,3
obs_545,0.1348,0.1959,0.091,0.5701,0.0388,0.0216,Industrials,3
obs_546,0.1072,0.0333,0.007,0.8861,0.0,0.0043,Industrials,3
obs_547,0.1047,0.202,0.179,0.0139,0.0,0.008,Financial_Services,3
obs_552,0.0732,0.0386,0.025,1.6394,0.0,0.0441,Healthcare,3
obs_553,0.0988,0.3222,0.136,0.0,0.0,0.0026,Consumer_Defensive,3
obs_555,-0.0785,-0.0284,-0.011,1.0642,0.0,0.0327,Consumer_Defensive,3
obs_556,0.026,0.0694,0.029,0.7278,0.0364,0.1261,Technology,3
obs_557,-0.0038,0.1112,0.026,0.1353,0.0,0.0068,Industrials,3
obs_558,0.0456,0.0202,0.009,0.1361,0.0,0.0259,Technology,3
obs_559,0.0786,0.1389,0.159,0.5224,0.0,0.1945,Industrials,3
obs_561,0.0791,0.1957,0.053,0.9202,0.0,0.0081,Industrials,3
obs_563,0.2795,0.0735,0.053,0.2936,0.0,0.0177,Sector_Base,3
obs_564,0.1363,0.1603,0.096,0.0,0.0,0.0234,Consumer_Cyclical,3
obs_565,0.1194,0.104,0.071,0.7375,0.0,0.1771,Utilities,3
obs_569,0.142,-0.0333,-0.006,1.6064,0.0,0.0159,Industrials,3
